Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3179,"3,812","3,812","58,826","48,930",0.81,"3,095","60,503","52,499",0.15,590,"-1,492","-1,211","3,812","61,145","50,772","3,812","2,232",822,0.1,381,"62,733","27,253",0.09,347,"41,211","9,473",0.77,"2,931","15,267","9,766","4,209","135,078","63,660"
3180,"4,727","4,727","57,739","49,658",0.78,"3,690","61,770","55,970",0.16,777,-109,-733,"4,727","60,111","51,661","4,727","2,328",874,0.1,450,"76,003","27,245",0.09,425,"53,187","8,124",0.75,"3,559","15,114","10,623","5,246","158,065","67,958"
3181,"13,811","13,811","93,145","66,813",0.84,"11,568","84,380","68,551",0.14,1927,"1,132",465,"13,811","96,988","69,899","13,811","3,750","1,548",0.12,"1,627","172,167","23,262",0.11,"1,486","143,584","7,524",0.86,"11,814","29,192","15,432","16,378","180,233","51,481"
3182,"16,328","16,328","82,548","59,361",0.82,"13,460","75,205","62,538",0.12,2005,"1,512",598,"16,328","86,831","62,628","16,328","4,035","1,452",0.14,"2,211","72,180","25,900",0.12,"2,021","39,061","8,292",0.84,"13,657","25,059","13,245","20,884","173,030","39,711"
3183,"11,894","11,894","89,122","58,569",0.82,"9,740","72,890","59,966",0.12,1427,"2,211",959,"11,894","93,131","61,427","11,894","3,980","1,382",0.14,"1,657","99,587","25,002",0.13,"1,499","71,050","8,112",0.82,"9,808","29,171","13,579","14,104","179,310","48,029"
3184,"10,409","10,409","101,637","69,014",0.8,"8,357","87,906","70,000",0.15,1594,"1,322",679,"10,409","107,219","72,561","10,409","5,414","1,600",0.15,"1,522","107,842","30,784",0.14,"1,412","70,794","9,936",0.85,"8,841","33,851","16,772","12,431","229,639","77,088"
3185,"8,813","8,813","99,177","62,178",0.76,"6,707","86,932","65,588",0.16,1452,"2,738","1,728","8,813","103,968","65,930","8,813","4,731","1,409",0.12,"1,069","119,569","35,035",0.11,987,"64,029","10,730",0.81,"7,139","34,969","15,905","9,874","269,310","81,857"
3186,"16,376","16,376","154,721","66,613",0.61,"10,066","109,526","65,788",0.22,3530,"3,716","2,740","16,376","168,616","71,628","16,376","13,674","1,244",0.1,"1,712","210,842","38,818",0.1,"1,573","145,060","13,131",0.76,"12,509","70,102","21,939","17,066","643,786","167,137"
3187,"10,373","10,373","102,854","59,525",0.67,"6,964","95,903","65,992",0.2,2119,"2,471","1,391","10,373","107,468","63,583","10,373","4,340","1,144",0.1,"1,027","218,950","40,213",0.09,948,"181,973","13,260",0.76,"7,851","40,113","18,342","10,975","350,680","135,175"
3188,"11,590","11,590","111,523","62,773",0.73,"8,478","99,921","68,064",0.18,2122,"1,180",306,"11,590","115,914","66,626","11,590","4,300","1,322",0.1,"1,179","106,890","28,902",0.09,"1,081","71,211","9,057",0.78,"8,985","43,615","18,577","12,878","311,927","124,775"
3189,"4,044","4,044","69,875","55,424",0.78,"3,161","73,427","62,857",0.17,687,198,-342,"4,044","72,738","58,010","4,044","2,695","1,084",0.1,423,"77,986","31,840",0.1,403,"51,076","10,926",0.79,"3,200","19,907","13,125","4,484","166,753","79,174"
3190,"7,480","7,480","80,444","60,444",0.8,"6,015","81,496","66,913",0.16,1185,-288,-176,"7,480","83,651","63,496","7,480","3,181","1,336",0.1,777,"72,326","30,957",0.1,728,"45,164","10,228",0.81,"6,032","24,720","14,769","8,169","183,649","95,394"
3191,"7,117","7,117","106,752","63,274",0.71,"5,032","96,059","67,992",0.18,1282,955,774,"7,117","111,580","67,311","7,117","4,638","1,308",0.09,660,"144,857","30,240",0.09,620,"113,614","9,718",0.77,"5,492","41,344","18,826","7,667","386,117","145,007"
3192,"14,673","14,673","71,750","56,091",0.79,"11,578","74,142","63,022",0.16,2303,359,-100,"14,673","74,686","58,774","14,673","2,881","1,110",0.1,"1,538","76,639","27,300",0.1,"1,436","53,939","9,742",0.78,"11,497","21,116","13,370","16,268","174,237","84,437"
3193,"13,424","13,424","108,747","57,792",0.67,"9,042","93,758","64,805",0.2,2639,"2,265","1,263","13,424","113,067","61,786","13,424","4,229","1,074",0.09,"1,219","99,780","36,540",0.09,"1,146","57,757","9,682",0.75,"10,011","44,135","18,190","14,460","410,497","167,747"
3194,"8,726","8,726","75,448","56,247",0.77,"6,740","74,921","63,116",0.16,1370,"1,672",180,"8,726","78,568","58,782","8,726","3,073","1,072",0.09,799,"96,008","26,997",0.09,754,"71,677","7,312",0.79,"6,868","22,917","13,378","9,538","213,089","94,553"
3195,"23,099","23,099","77,800","57,981",0.8,"18,431","75,168","63,049",0.19,4342,304,-320,"23,099","81,045","60,829","23,099","3,141","1,162",0.09,"2,146","122,365","32,975",0.09,"2,026","94,581","9,980",0.8,"18,443","23,898","14,070","25,630","210,188","104,626"
3196,"15,922","15,922","69,174","57,292",0.82,"12,992","69,940","62,680",0.14,2303,128,-385,"15,922","72,055","59,665","15,922","2,848","1,212",0.1,"1,568","75,115","30,538",0.09,"1,482","49,515","10,716",0.81,"12,899","18,882","13,026","17,988","173,083","91,283"
3197,"7,548","7,548","72,601","55,771",0.77,"5,828","69,106","60,354",0.18,1330,"1,739",896,"7,548","75,738","58,689","7,548","3,031","1,062",0.09,695,"136,192","37,160",0.09,673,"103,582","12,086",0.78,"5,919","21,825","12,985","8,395","226,538","96,007"
3198,"9,876","9,876","60,512","52,473",0.8,"7,947","62,852","57,430",0.11,1085,-259,-116,"9,876","63,159","54,704","9,876","2,567","1,000",0.11,"1,039","82,492","31,168",0.1,992,"59,178","11,591",0.8,"7,863","14,883","10,630","11,504","129,103","72,425"
3199,"32,144","32,144","60,865","49,642",0.79,"25,347","61,826","54,409",0.12,3801,689,-21,"32,144","63,499","51,762","32,144","2,575",886,0.1,"3,290","75,310","32,105",0.1,"3,124","49,278","11,226",0.77,"24,871","15,913","10,282","36,816","150,696","67,204"
3200,"2,569","2,569","48,318","44,570",0.82,"2,102","48,838","47,228",0.06,145,280,119,"2,569","50,059","46,110","2,569","1,706",507,0.08,201,"53,587","30,081",0.07,187,"30,508","12,033",0.75,"1,936","9,982","7,004","3,132","70,059","32,457"
3201,"12,990","12,990","56,665","51,950",0.87,"11,275","57,707","54,999",0.08,1021,-792,-709,"12,990","59,026","54,044","12,990","2,336",994,0.08,"1,094","61,203","30,655",0.08,"1,027","41,484","12,897",0.83,"10,717","12,484","9,350","14,400","98,961","54,831"
3202,"1,698","1,698","70,646","52,136",0.8,"1,359","69,510","58,323",0.18,306,"-1,160","-1,290","1,698","73,332","54,751","1,698","2,646",996,0.11,188,"114,651","32,644",0.1,178,"92,137","11,886",0.78,"1,320","21,118","12,322","1,867","147,767","73,437"
3204,"20,642","20,642","79,707","57,474",0.79,"16,221","79,299","63,020",0.19,4004,617,108,"20,642","83,097","60,410","20,642","3,292","1,211",0.11,"2,290","103,370","27,934",0.1,"2,132","75,565","8,506",0.78,"16,125","25,552","14,777","22,407","206,507","83,756"
3205,"7,780","7,780","96,179","66,388",0.79,"6,108","89,343","70,754",0.18,1362,"1,008",111,"7,780","101,032","69,831","7,780","4,694","1,500",0.12,937,"114,552","27,900",0.11,859,"73,399","9,908",0.81,"6,330","32,753","17,491","9,027","253,580","67,101"
3206,"6,669","6,669","158,146","75,823",0.69,"4,571","121,629","77,571",0.25,1636,823,314,"6,669","168,893","80,519","6,669","10,626","1,751",0.12,820,"207,368","33,644",0.12,785,"129,954","11,560",0.8,"5,326","67,335","23,871","7,668","544,224","159,520"
3207,"11,694","11,694","107,406","72,441",0.77,"9,025","97,995","77,989",0.21,2472,494,116,"11,694","112,356","76,377","11,694","4,801","1,698",0.11,"1,276","114,007","32,234",0.1,"1,208","74,940","10,537",0.82,"9,565","38,098","20,101","13,349","309,408","109,078"
3211,765,765,"80,201","50,069",0.76,581,"66,002","55,472",0.19,142,"1,582","1,394",765,"83,226","53,022",765,"2,954",922,0.09,67,"51,909","31,950",0.08,64,"50,026","16,657",0.76,583,"28,165","11,808",904,"223,201","96,188"
3212,"10,783","10,783","64,530","54,297",0.84,"9,071","65,318","58,978",0.11,1230,772,88,"10,783","67,264","56,697","10,783","2,645","1,189",0.08,850,"74,005","31,528",0.08,809,"50,507","13,149",0.8,"8,629","16,947","11,823","11,792","150,858","75,934"
3213,"2,544","2,544","68,138","52,278",0.8,"2,040","63,632","53,993",0.16,397,"3,463","1,720","2,544","71,251","54,997","2,544","2,996",992,0.09,231,"105,360","34,264",0.09,225,"81,275","13,243",0.79,"2,008","19,751","11,544","2,733","168,169","70,358"
3214,"11,371","11,371","47,190","42,607",0.83,"9,424","47,555","45,160",0.05,534,"1,286",718,"11,371","49,013","44,385","11,371","1,813",629,0.1,"1,098","46,846","27,900",0.09,"1,035","28,547","12,052",0.75,"8,498","9,650","6,641","12,997","80,126","27,247"
3215,"12,539","12,539","61,226","50,290",0.81,"10,212","60,908","54,048",0.13,1642,"2,689","1,140","12,539","63,833","52,465","12,539","2,577","1,027",0.1,"1,205","58,572","26,040",0.09,"1,133","38,079","9,818",0.79,"9,911","15,645","9,962","13,811","164,957","66,731"
3216,"36,278","36,278","63,026","49,212",0.79,"28,573","62,192","53,208",0.13,4586,"1,323",391,"36,278","65,839","51,593","36,278","2,769",969,0.1,"3,709","72,971","26,559",0.1,"3,468","48,046","10,178",0.76,"27,549","17,808","10,870","39,406","187,877","75,659"
3217,"12,166","12,166","63,799","55,806",0.88,"10,763","63,120","57,956",0.09,1101,-275,-211,"12,166","66,543","58,247","12,166","2,714","1,362",0.11,"1,302","52,329","23,892",0.1,"1,234","30,858","10,046",0.84,"10,259","15,329","11,008","12,262","106,360","51,432"
3218,"9,248","9,248","71,712","55,812",0.82,"7,610","67,682","59,092",0.14,1320,"1,130",97,"9,248","74,794","58,909","9,248","3,039","1,254",0.11,"1,000","76,254","26,704",0.1,931,"46,626","9,789",0.81,"7,503","20,328","12,448","10,117","177,035","80,686"
3219,"11,341","11,341","54,837","46,902",0.82,"9,302","55,198","50,031",0.09,981,"1,644",663,"11,341","57,256","48,793","11,341","2,394",906,0.1,"1,123","69,681","24,254",0.09,"1,056","47,661","9,128",0.78,"8,823","12,870","8,216","12,858","135,111","56,583"
3220,"11,498","11,498","88,772","56,442",0.75,"8,649","71,606","56,009",0.18,2093,"2,503","1,206","11,498","93,291","59,866","11,498","4,383","1,180",0.11,"1,226","131,438","31,196",0.1,"1,142","80,859","11,941",0.79,"9,028","29,979","14,124","12,572","309,328","96,417"
3221,"1,510","1,510","92,767","55,037",0.66,"1,004","72,017","56,812",0.22,334,"2,629","2,064","1,510","97,157","58,684","1,510","4,060",962,0.11,170,"210,329","40,623",0.11,165,"169,151","22,462",0.76,"1,154","34,698","14,034","1,612","357,083","146,354"
3222,"10,433","10,433","59,865","48,000",0.76,"7,919","59,226","52,556",0.11,1159,"2,918",988,"10,433","62,561","50,335","10,433","2,623",893,0.1,"1,023","100,641","32,860",0.1,995,"68,750","12,352",0.75,"7,857","16,330","9,939","11,487","190,373","80,557"
3223,"5,107","5,107","58,208","41,444",0.67,"3,400","57,533","50,000",0.15,741,"2,371","1,196","5,107","61,124","44,005","5,107","2,756",563,0.1,508,"58,951","27,478",0.1,492,"39,715","10,856",0.67,"3,420","18,715","9,533","5,945","244,308","108,702"
3224,"8,564","8,564","56,995","48,359",0.77,"6,590","59,445","53,764",0.11,950,"1,386",250,"8,564","59,522","50,556","8,564","2,407",940,0.09,802,"90,086","32,564",0.09,765,"64,763","13,901",0.75,"6,464","14,651","9,950","9,394","177,115","80,754"
3225,"3,391","3,391","67,241","44,821",0.57,"1,948","64,410","52,400",0.16,546,"4,182","2,804","3,391","71,510","47,476","3,391","4,095",788,0.11,387,"178,421","33,630",0.11,368,"147,545","11,224",0.67,"2,276","24,109","11,309","3,645","426,509","168,262"
3226,"10,568","10,568","70,638","50,781",0.75,"7,874","65,967","55,436",0.15,1630,"1,744",720,"10,568","73,843","54,035","10,568","3,144","1,080",0.11,"1,195","85,264","38,016",0.11,"1,140","52,900","13,428",0.77,"8,088","21,706","12,155","11,694","251,545","112,451"
3227,"3,406","3,406","85,852","54,136",0.67,"2,269","78,142","57,794",0.18,597,"1,666","1,619","3,406","90,314","57,640","3,406","4,400","1,198",0.13,427,"109,721","34,863",0.12,397,"78,871","12,431",0.75,"2,554","30,964","15,192","3,755","424,430","152,875"
3228,"14,860","14,860","77,528","55,864",0.74,"11,058","71,361","58,902",0.17,2560,"1,486",901,"14,860","81,093","59,116","14,860","3,490","1,246",0.13,"1,943","87,101","38,484",0.13,"1,872","52,107","12,670",0.78,"11,624","24,464","14,047","16,012","239,718","103,958"
3230,"1,927","1,927","65,873","45,000",0.64,"1,241","61,806","48,210",0.17,335,"4,951","3,956","1,927","70,009","48,316","1,927","4,082",935,0.14,276,"82,685","33,418",0.14,261,"49,896","13,209",0.71,"1,360","21,349","10,449","2,173","378,222","124,360"
3231,944,944,"65,578","42,278",0.63,594,"58,898","40,056",0.16,152,"5,386","5,044",944,"70,177","44,821",944,"4,582",968,0.15,145,"59,046","32,777",0.15,141,"32,511","14,172",0.71,672,"21,468","10,239","1,023","405,188","147,265"
3232,883,883,"61,415","41,855",0.62,545,"49,874","40,545",0.17,146,"3,071","3,161",883,"65,151","44,389",883,"3,205",480,0.12,110,"106,130","35,406",0.12,109,"70,899","14,340",0.7,616,"19,725","8,133",991,"317,065","66,401"
3233,"1,424","1,424","53,248","40,709",0.66,938,"49,426","40,244",0.15,215,"7,010","4,019","1,424","56,309","43,401","1,424","2,608",454,0.15,211,"74,455","30,650",0.15,212,"48,024","11,860",0.71,"1,016","14,106","6,885","1,579","212,784","69,479"
3234,130,130,"66,356","44,795",0.54,70,"65,940","44,298",0.24,31,"4,337","4,594",130,"70,249","45,934",130,"3,833",732,0.21,27,"33,528","18,290",0.18,24,"16,993","7,806",0.66,86,"24,575","11,467",163,"313,590","70,239"
3235,286,286,"58,415","41,180",0.6,171,"64,920","48,082",0.18,51,"2,443","1,039",286,"62,444","45,240",286,"3,607",686,0.22,62,"83,172","27,004",0.19,54,"68,123","20,660",0.69,196,"18,071","8,517",296,"251,194","94,276"
3236,165,165,"48,255","33,411",0.65,107,"52,733","40,920",0.17,28,"4,295","1,562",165,"51,254","36,086",165,"2,049",450,0.15,25,"58,919","25,610",0.15,24,"39,652","13,332",0.61,101,"14,743","6,773",166,"207,381","81,204"
3237,156,156,"42,311","34,881",0.54,85,"43,896","36,400",0.15,24,"3,724","4,273",156,"45,825","36,428",156,"2,964",200,0.21,33,"59,012","39,925",0.21,32,"43,241","12,624",0.71,110,"8,927","3,913",164,"162,736","65,450"
3238,169,169,"54,434","40,209",0.62,104,"50,184","38,731",0.18,31,"3,670","2,593",169,"59,300","42,458",169,"3,783",429,0.23,39,"193,302","40,000",0.22,37,"158,550","17,712",0.67,113,"17,450","7,380",177,"240,794","75,414"
3239,269,269,"55,663","42,518",0.74,198,"52,660","46,431",0.11,29,"1,509",704,269,"58,361","45,829",269,"2,248",572,0.16,44,"93,414","32,004",0.15,41,"84,116","24,824",0.71,191,"15,814","8,429",315,"155,803","57,833"
3240,"1,424","1,424","66,962","52,775",0.77,"1,094","64,366","55,312",0.16,223,"1,475","1,085","1,424","70,340","55,624","1,424","3,212",972,0.14,199,"101,331","37,039",0.14,196,"83,212","22,551",0.78,"1,117","19,375","11,545","1,530","244,606","100,417"
3241,"1,803","1,803","55,863","46,734",0.75,"1,356","57,191","52,062",0.12,212,"2,157","1,197","1,803","58,729","49,556","1,803","2,554",810,0.13,237,"67,302","31,238",0.13,230,"48,625","21,342",0.74,"1,339","14,791","9,281","1,945","165,708","65,250"
3242,620,620,"56,668","45,066",0.68,422,"53,679","49,176",0.13,78,"5,856","4,382",620,"60,096","48,602",620,"2,618",626,0.16,97,"113,092","45,636",0.14,89,"101,751","22,922",0.74,456,"15,837","8,930",648,"207,552","76,521"
3243,230,230,"58,230","43,993",0.67,153,"56,568","48,604",0.09,21,"9,342","4,160",230,"63,966","49,064",230,"4,351",760,0.17,38,"77,991","25,949",0.16,37,"58,094","16,923",0.68,157,"17,524","10,101",248,"228,732","90,923"
3249,"2,189","2,189","54,011","44,083",0.68,"1,496","52,990","48,500",0.13,279,"3,209","2,319","2,189","58,509","47,118","2,189","3,039",655,0.14,308,"114,407","41,204",0.14,305,"102,870","27,245",0.71,"1,550","14,855","8,988","2,291","185,997","75,434"
3250,"7,379","7,379","53,717","47,962",0.79,"5,866","54,041","51,070",0.1,734,"3,171","1,787","7,379","56,538","50,500","7,379","2,705",874,0.07,538,"101,904","35,075",0.07,532,"82,115","16,871",0.77,"5,707","12,623","8,665","8,245","155,360","59,343"
3251,347,347,"50,335","45,280",0.71,245,"53,631","51,012",0.12,43,381,1,347,"54,448","47,847",347,"3,558",797,0.16,56,"93,803","46,349",0.17,58,"69,361","20,804",0.71,245,"13,046","7,958",370,"164,865","63,783"
3254,190,190,"48,285","44,550",0.81,154,"48,479","46,170",0.09,18,"2,477","1,840",190,"50,516","46,331",190,"2,152",862,0.09,17,"154,161","71,275",0.08,16,"140,834","71,460",0.75,142,"10,170","7,739",210,"115,338","43,529"
3260,"2,876","2,876","52,533","45,537",0.72,"2,062","52,035","46,467",0.11,326,"3,844","2,195","2,876","55,977","47,910","2,876","2,848",556,0.1,278,"98,234","39,856",0.09,272,"76,795","20,147",0.74,"2,140","12,989","8,581","3,145","186,777","70,706"
3264,"1,423","1,423","53,914","45,534",0.73,"1,043","51,901","48,998",0.13,182,"4,336","2,474","1,423","57,018","48,172","1,423","2,777",711,0.09,125,"144,365","44,817",0.08,120,"120,698","24,663",0.74,"1,048","13,677","8,736","1,558","180,072","72,776"
3265,"1,636","1,636","55,909","46,909",0.69,"1,134","53,501","48,308",0.12,191,"4,815","2,717","1,636","60,684","50,293","1,636","3,739",745,0.12,193,"102,523","36,250",0.11,182,"86,912","21,637",0.77,"1,258","13,807","8,743","1,744","142,615","55,010"
3266,"1,821","1,821","51,078","44,171",0.68,"1,238","52,304","49,397",0.11,199,"3,780","2,064","1,821","54,050","47,570","1,821","2,601",440,0.11,195,"107,471","33,640",0.1,187,"87,513","21,781",0.7,"1,278","12,925","8,643","1,943","161,404","64,237"
3267,172,172,"43,876","44,406",0.6,103,"47,958","44,522",0.12,21,"2,965","3,211",172,"47,939","47,196",172,"2,797",356,0.12,20,"139,700","41,616",0.11,19,"104,139","21,186",0.75,129,"10,848","6,651",174,"113,717","45,005"
3268,"1,777","1,777","48,268","43,167",0.64,"1,129","51,035","45,841",0.1,182,"2,941","1,846","1,777","52,971","46,668","1,777","3,393",583,0.12,214,"147,146","44,082",0.12,205,"118,777","25,047",0.72,"1,273","13,087","7,515","1,853","180,094","56,181"
3269,466,466,"62,211","44,116",0.67,311,"55,755","43,793",0.15,72,"4,060","2,611",466,"66,932","47,768",466,"3,870",492,0.13,60,"84,507","29,524",0.12,57,"67,217","12,848",0.71,331,"19,832","9,376",482,"188,131","56,291"
3270,167,167,"54,507","44,444",0.58,97,"55,295","43,421",0.22,36,"2,954","3,233",167,"58,318","47,046",167,"3,700",535,0.18,30,"143,503","48,079",0.16,27,"121,960","23,633",0.69,116,"15,200","9,003",177,"229,649","76,733"
3271,131,131,"38,044","35,218",0.55,72,"37,359","36,540",0.12,16,"6,585","4,920",131,"43,237","38,624",131,"5,184",470,0.15,19,"111,083","26,682",0.15,19,"92,053","7,179",0.64,84,"10,197","4,434",132,"157,680","34,176"
3272,878,878,"47,395","41,418",0.71,620,"47,115","41,808",0.1,89,"3,034","1,423",878,"51,055","43,936",878,"2,827",746,0.12,105,"169,102","51,215",0.11,98,"166,803","31,607",0.69,605,"12,259","7,160",966,"134,068","57,973"
3273,100,100,"69,541","49,076",0.41,41,"37,334","37,381",0.13,13,-422,"2,350",100,"74,365","51,301",100,"4,011",156,0.11,11,"142,791","50,988",0.09,9,"99,997","29,609",0.71,71,"21,397","11,659",94,"359,597","44,417"
3274,157,157,"45,667","35,994",0.48,76,"41,998","37,518",0.13,20,"5,757","3,296",157,"52,330","41,716",157,"4,706",120,0.1,15,"227,204","111,969",0.1,15,"232,420","71,951",0.62,98,"18,000","6,338",154,"190,391","70,459"
